subjCode,Category,Subcategory1,Subcategory2,firstStimPosition,secondStimPosition,pic1,pic2
subjCode,Cats,abyssinian,siamese,left,right,abyss__n02124313_1022,siamese__n02123597_1673
subjCode,Dogs,schipperke,schnauzer,left,right,schipperke__n02104365_712_obj1,schnauzer__n02096756_11236_obj1
subjCode,Boats,battleship,icebreaker,right,left,battle__n02812201_830,icebreaker__n03556992_2857
subjCode,Dogs,schipperke,welsh,right,left,schipperke__n02104365_712_obj1,welsh__n02112826_477_obj1
subjCode,Cats,angora,egyptian,right,left,angora__n02123478_7454,egyptian__n02124075_5349
subjCode,Bird,cockateel,vulture,right,left,cockateel__n01819734_10081,vulture__n01616318_1589
subjCode,Cats,abyssinian,egyptian,right,left,abyss__n02124313_1022,egyptian__n02124075_5349
subjCode,Boats,canoe,icebreaker,right,left,canoe__n02951358_3427,icebreaker__n03556992_2857
subjCode,Trains,freighttrain,trolley,left,right,freight__n03394480_2710,trolley__n04469813_3827
subjCode,Planes,glider,gyroplane,left,right,glider__nglider__2,gyro__n02759387_17633_obj1
subjCode,Dogs,komondor,malamute,right,left,komondor__n02105505_3967_obj1,malamute__n02110063_4873_obj1
subjCode,Bird,hummingbird,vulture,left,right,humming__n01833805_592,vulture__n01616318_1589
subjCode,Bird,hawk,hen,left,right,hawk__5,hen__n01514859_1689
subjCode,Dogs,chihuahua,komondor,left,right,chihuahua__n02085620_566_obj1,komondor__n02105505_3967_obj1
subjCode,Cars,limousine,racecar,right,left,limo__n03670208_21,racing__n04037443_233
